strategy,direction,reason,entry_price,take_profit_pips,stop_loss_pips,level,trailing_stop_step_pips,trailing_stop_level,trailing_stop_price,exit_price
session_breakout,sell,breakout below session range,3326.405,2400.0,1200.0,1,1200.0,1,3338.405,
price_action,sell,rejection at support,3324.148,2400.0,1200.0,1,1200.0,1,3336.148,
session_breakout,sell,breakout below session range,3324.148,2400.0,1200.0,1,1200.0,1,3336.148,
trend_following,sell,EMA pullback breakout,3326.148,2400.0,1200.0,1,1200.0,1,3338.148,
price_action,sell,rejection at support,3326.148,2400.0,1200.0,1,1200.0,1,3338.148,
scalping,sell,EMA crossover,3326.148,2400.0,1200.0,1,1200.0,1,3338.148,
price_action,sell,rejection at support,3327.165,2400.0,1200.0,1,1200.0,1,3339.165,
price_action,sell,rejection at support,3339.015,2400.0,1200.0,1,1200.0,1,3351.015,
price_action,sell,rejection at support,3337.245,2400.0,1200.0,1,1200.0,1,3349.245,
session_breakout,sell,breakout below session range,3337.245,2400.0,1200.0,1,1200.0,1,3349.245,
price_action,sell,rejection at support,3339.735,2400.0,1200.0,1,1200.0,1,3351.735,
price_action,sell,rejection at support,3338.015,2400.0,1200.0,1,1200.0,1,3350.015,
price_action,sell,rejection at support,3334.148,2400.0,1200.0,1,1200.0,1,3346.148,
session_breakout,sell,breakout below session range,3334.148,2400.0,1200.0,1,1200.0,1,3346.148,
trend_following,sell,EMA pullback breakout,3334.188,2400.0,1200.0,1,1200.0,1,3346.188,
scalping,sell,EMA crossover,3334.188,2400.0,1200.0,1,1200.0,1,3346.188,
price_action,sell,rejection at support,3332.648,2400.0,1200.0,1,1200.0,1,3344.648,
trend_following,sell,EMA pullback breakout,3333.098,2400.0,1200.0,1,1200.0,1,3345.098,
scalping,sell,EMA crossover,3333.098,2400.0,1200.0,1,1200.0,1,3345.098,
price_action,sell,rejection at support,3331.115,2400.0,1200.0,1,1200.0,1,3343.115,
session_breakout,sell,breakout below session range,3331.115,2400.0,1200.0,1,1200.0,1,3343.115,
price_action,sell,rejection at support,3327.655,2400.0,1200.0,1,1200.0,1,3339.655,
session_breakout,sell,breakout below session range,3327.655,2400.0,1200.0,1,1200.0,1,3339.655,
price_action,sell,rejection at support,3325.095,2400.0,1200.0,1,1200.0,1,3337.095,
session_breakout,sell,breakout below session range,3325.095,2400.0,1200.0,1,1200.0,1,3337.095,
price_action,sell,rejection at support,3310.778,2400.0,1200.0,1,1200.0,1,3322.778,
session_breakout,sell,breakout below session range,3310.778,2400.0,1200.0,1,1200.0,1,3322.778,
price_action,sell,rejection at support,3302.035,2400.0,1200.0,1,1200.0,1,3314.035,
session_breakout,sell,breakout below session range,3302.035,2400.0,1200.0,1,1200.0,1,3314.035,
price_action,sell,rejection at support,3298.235,2400.0,1200.0,1,1200.0,1,3310.235,
session_breakout,sell,breakout below session range,3298.235,2400.0,1200.0,1,1200.0,1,3310.235,
