strategy,direction,reason,entry_price,take_profit_pips,stop_loss_pips,level
trend_following,sell,EMA pullback breakout,4331.525,250.0,120.0,1
trend_following,sell,EMA pullback breakout,4331.038,250.0,120.0,1
trend_following,sell,EMA pullback breakout,4330.305,250.0,120.0,1
trend_following,sell,EMA pullback breakout,4322.975,250.0,120.0,1
trend_following,sell,EMA pullback breakout,4292.435,250.0,120.0,1
trend_following,sell,EMA pullback breakout,4304.895,250.0,120.0,1
trend_following,sell,EMA pullback breakout,4151.005,250.0,120.0,1
trend_following,sell,EMA pullback breakout,4149.105,250.0,120.0,1
trend_following,sell,EMA pullback breakout,4145.415,250.0,120.0,1
trend_following,sell,EMA pullback breakout,4186.785,250.0,120.0,1
trend_following,sell,EMA pullback breakout,4178.525,250.0,120.0,1
trend_following,sell,EMA pullback breakout,4113.705,250.0,120.0,1
trend_following,sell,EMA pullback breakout,4120.748,250.0,120.0,1
trend_following,sell,EMA pullback breakout,4076.065,250.0,120.0,1
trend_following,sell,EMA pullback breakout,3985.115,250.0,120.0,1
trend_following,sell,EMA pullback breakout,3979.865,250.0,120.0,1
trend_following,sell,EMA pullback breakout,3984.165,250.0,120.0,1
trend_following,sell,EMA pullback breakout,4024.615,250.0,120.0,1
trend_following,buy,EMA pullback breakout,4087.915,250.0,120.0,1
trend_following,buy,EMA pullback breakout,4071.968,250.0,120.0,1
trend_following,buy,EMA pullback breakout,4061.495,250.0,120.0,1
trend_following,sell,EMA pullback breakout,4022.825,250.0,120.0,1
trend_following,buy,EMA pullback breakout,4032.215,250.0,120.0,1
trend_following,sell,EMA pullback breakout,4023.735,250.0,120.0,1
trend_following,buy,EMA pullback breakout,4064.935,250.0,120.0,1
trend_following,buy,EMA pullback breakout,4070.965,250.0,120.0,1
trend_following,buy,EMA pullback breakout,4132.485,250.0,120.0,1
trend_following,buy,EMA pullback breakout,4180.925,250.0,120.0,1
trend_following,buy,EMA pullback breakout,4154.755,250.0,120.0,1
trend_following,sell,EMA pullback breakout,4088.445,250.0,120.0,1
trend_following,sell,EMA pullback breakout,4066.445,250.0,120.0,1
trend_following,sell,EMA pullback breakout,4064.735,250.0,120.0,1
trend_following,buy,EMA pullback breakout,4124.765,250.0,120.0,1
trend_following,buy,EMA pullback breakout,4125.375,250.0,120.0,1
trend_following,buy,EMA pullback breakout,4112.785,250.0,120.0,1
trend_following,sell,EMA pullback breakout,4102.535,250.0,120.0,1
trend_following,buy,EMA pullback breakout,4111.935,250.0,120.0,1
trend_following,sell,EMA pullback breakout,4081.155,250.0,120.0,1
trend_following,sell,EMA pullback breakout,4051.995,250.0,120.0,1
trend_following,sell,EMA pullback breakout,4015.605,250.0,120.0,1
trend_following,buy,EMA pullback breakout,4058.705,250.0,120.0,1
trend_following,sell,EMA pullback breakout,4038.475,250.0,120.0,1
trend_following,sell,EMA pullback breakout,4034.525,250.0,120.0,1
trend_following,buy,EMA pullback breakout,4062.315,250.0,120.0,1
trend_following,sell,EMA pullback breakout,4044.175,250.0,120.0,1
trend_following,sell,EMA pullback breakout,4031.425,250.0,120.0,1
trend_following,sell,EMA pullback breakout,4029.275,250.0,120.0,1
trend_following,sell,EMA pullback breakout,4024.415,250.0,120.0,1
trend_following,sell,EMA pullback breakout,3974.815,250.0,120.0,1
trend_following,sell,EMA pullback breakout,3979.445,250.0,120.0,1
trend_following,sell,EMA pullback breakout,3989.695,250.0,120.0,1
trend_following,sell,EMA pullback breakout,3994.625,250.0,120.0,1
trend_following,sell,EMA pullback breakout,4004.595,250.0,120.0,1
trend_following,buy,EMA pullback breakout,4017.025,250.0,120.0,1
trend_following,sell,EMA pullback breakout,4009.785,250.0,120.0,1
trend_following,buy,EMA pullback breakout,4014.565,250.0,120.0,1
trend_following,buy,EMA pullback breakout,4069.225,250.0,120.0,1
trend_following,buy,EMA pullback breakout,4122.355,250.0,120.0,1
trend_following,sell,EMA pullback breakout,4055.005,250.0,120.0,1
trend_following,buy,EMA pullback breakout,4087.705,250.0,120.0,1
trend_following,buy,EMA pullback breakout,4094.105,250.0,120.0,1
trend_following,buy,EMA pullback breakout,4093.995,250.0,120.0,1
trend_following,buy,EMA pullback breakout,4100.185,250.0,120.0,1
trend_following,buy,EMA pullback breakout,4086.715,250.0,120.0,1
trend_following,sell,EMA pullback breakout,4076.795,250.0,120.0,1
